review,rating,date,bank,source,sentiment_label,sentiment_score,processed_review,keywords,identified_theme(s)
good,5,2025-05-06,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
good but these week not oky,4,2025-05-06,CBE,Google Play,NEGATIVE,0.955415666103363,good week oky,"['week', 'good']",Other
well designed! Fixing bugs & two step verification with biometric... simply it's great!,5,2025-05-06,CBE,Google Play,POSITIVE,0.99980491399765,design fix bug step verification biometric simply great,"['step verification', 'verification', 'fix bug']",Other
Good app,5,2025-05-06,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
If any developer is reading this please fix the screenshot functionality or at least the download button should work flawlessly without me touching it twenty times.,1,2025-05-05,CBE,Google Play,NEGATIVE,0.9975224137306212,developer read fix screenshot functionality download button work flawlessly touch time,"['read', 'touch', 'button']",Other
"it's a great job.but one more thing, it hasn't been placed for transfer to other banks on face like mobile charge card place",5,2025-05-05,CBE,Google Play,POSITIVE,0.8991119265556335,great thing place transfer bank face like mobile charge card place,"['place', 'like mobile', 'face']",Other
CBE mobilr bankg,5,2025-05-05,CBE,Google Play,POSITIVE,0.8703056573867798,cbe mobilr bankg,['cbe'],Other
wow,1,2025-05-05,CBE,Google Play,POSITIVE,0.999592125415802,wow,['wow'],Other
verygood,3,2025-05-05,CBE,Google Play,POSITIVE,0.9988996982574464,verygood,[],Other
ممتاز جدا,5,2025-05-04,CBE,Google Play,NEGATIVE,0.8031745553016663,ممتاز جدا,[],Other
it's very low quality application,1,2025-05-04,CBE,Google Play,NEGATIVE,0.9996594190597534,low quality application,"['low', 'quality', 'application']",Other
Very Amazing Apps,5,2025-05-04,CBE,Google Play,POSITIVE,0.9998774528503418,amazing app,"['amazing app', 'amazing', 'app']",Other
አዛ,1,2025-05-04,CBE,Google Play,NEGATIVE,0.6970565915107727,አዛ,[],Other
wow simple life,5,2025-05-04,CBE,Google Play,POSITIVE,0.9997076392173768,wow simple life,"['life', 'simple', 'wow']",Other
it's nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998672008514404,nice,['nice'],Other
Why stacked sometimes,5,2025-05-03,CBE,Google Play,NEGATIVE,0.9941052198410034,stack,['stack'],Other
good app,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
okay 👍 but sometimes busy,1,2025-05-03,CBE,Google Play,NEGATIVE,0.8515542149543762,okay busy,"['okay', 'busy']",Other
the worst commercial company that fails to do even the most normal things again and and again.,1,2025-05-03,CBE,Google Play,NEGATIVE,0.9997990727424622,bad commercial company fail normal thing,"['company', 'fail', 'thing']",Other
nice,5,2025-05-03,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
Very good app. but disappointed by general cessation of system.,5,2025-05-02,CBE,Google Play,NEGATIVE,0.998118817806244,good app disappoint general cessation system,"['general', 'system', 'good app']",Other
excellent,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
good,5,2025-05-02,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
good,5,2025-05-02,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Good and fast,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998561143875122,good fast,"['good fast', 'fast', 'good']",Transaction Performance
Unreliable!,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9997379183769226,unreliable,['unreliable'],Other
Best the best fast,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998427629470824,well good fast,"['good fast', 'well', 'fast']",Transaction Performance
good app,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
happy,5,2025-05-02,CBE,Google Play,POSITIVE,0.99987530708313,happy,['happy'],Other
fast and reliable,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998595714569092,fast reliable,"['fast reliable', 'reliable', 'fast']",Transaction Performance
network errorrrrrr,2,2025-05-02,CBE,Google Play,NEGATIVE,0.9978076815605164,network errorrrrrr,['network'],Other
Best app but there is some problem I can't send money to telebirr or mpesa so if you can add that it could be use full,4,2025-05-02,CBE,Google Play,NEGATIVE,0.9982808828353882,good app problem send money telebirr mpesa add use,"['problem send', 'app problem', 'mpesa']",Other
its good and simple to use,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998610019683838,good simple use,"['good simple', 'simple use', 'simple']",Other
worest app like that bank for security and network access,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9927296042442322,wor app like bank security network access,"['like bank', 'wor app', 'wor']",Other
it's the best app i,5,2025-05-02,CBE,Google Play,POSITIVE,0.999834418296814,good app,"['good app', 'good', 'app']",Other
not bad not good,1,2025-05-02,CBE,Google Play,NEGATIVE,0.9715350866317748,bad good,"['bad good', 'bad', 'good']",Other
its very nice,5,2025-05-02,CBE,Google Play,POSITIVE,0.9998526573181152,nice,['nice'],Other
do not work this week,3,2025-04-30,CBE,Google Play,NEGATIVE,0.99776029586792,work week,"['week', 'work']",Other
It crashes frequently,4,2025-04-30,CBE,Google Play,NEGATIVE,0.9993256330490112,crash frequently,"['crash frequently', 'frequently', 'crash']",Other
the best,5,2025-04-28,CBE,Google Play,POSITIVE,0.9998332262039183,good,['good'],Other
"I can simply describe this app as ""Making all your work easier"".",5,2025-04-28,CBE,Google Play,POSITIVE,0.8382593393325806,simply describe app make work easy,"['app make', 'simply', 'make']",Other
goid,5,2025-04-28,CBE,Google Play,NEGATIVE,0.7086994647979736,goid,[],Other
best appearance,5,2025-04-27,CBE,Google Play,POSITIVE,0.9996986389160156,good appearance,"['appearance', 'good']",Other
it's very good 👍 app,5,2025-04-27,CBE,Google Play,POSITIVE,0.999859094619751,good app,"['good app', 'good', 'app']",Other
I need support you,5,2025-04-27,CBE,Google Play,NEGATIVE,0.9881443977355956,need support,"['need support', 'support', 'need']",Customer Support
the worst Mobile banking i have ever seen in my life,1,2025-04-26,CBE,Google Play,NEGATIVE,0.9997807145118712,bad mobile banking see life,"['banking see', 'bad mobile', 'see']",Other
super,5,2025-04-26,CBE,Google Play,POSITIVE,0.998783528804779,super,['super'],Other
ጠጀጨገጀ።ጀገ,5,2025-04-26,CBE,Google Play,NEGATIVE,0.8337252736091614,,[],Other
i like the app,5,2025-04-26,CBE,Google Play,POSITIVE,0.9994398951530457,like app,"['like app', 'like', 'app']",Other
the Best,1,2025-04-26,CBE,Google Play,POSITIVE,0.9998332262039183,good,['good'],Other
nice,5,2025-04-26,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
good,5,2025-04-26,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
good,5,2025-04-25,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
to other bank is bad,1,2025-04-25,CBE,Google Play,NEGATIVE,0.9997149109840392,bank bad,"['bad', 'bank']",Other
tank's,5,2025-04-25,CBE,Google Play,NEGATIVE,0.9855976700782776,tank,[],Other
its good but add more features such like. bank statement showing,5,2025-04-24,CBE,Google Play,POSITIVE,0.9881665110588074,good add feature like bank statement show,"['like bank', 'bank statement', 'show']",Other
it is so nice,5,2025-04-24,CBE,Google Play,POSITIVE,0.9998714923858644,nice,['nice'],Other
good,5,2025-04-21,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
Very Good👍,5,2025-04-21,CBE,Google Play,POSITIVE,0.8243637084960938,good,['good'],Other
"my first frequent experience of cbe app is critical-time failure such as suspending payment on air for 2-5 days with zero explanation, deducting from sender account without depositing to the receiver act. Another fatal error by the banking company as a whole (not the app itself though) is forced-banking with corporations without consent of employers-users of the corresponding corporations",2,2025-04-21,CBE,Google Play,NEGATIVE,0.9995972514152528,frequent experience cbe app critical time failure suspend payment air day zero explanation deduct sender account deposit receiver act fatal error bank company app force banking corporation consent employer user correspond corporation,"['consent', 'zero', 'deposit']",Other
"wow, amazing app",5,2025-04-21,CBE,Google Play,POSITIVE,0.9998503923416138,wow amazing app,"['wow amazing', 'amazing app', 'wow']",Other
use ful,5,2025-04-21,CBE,Google Play,NEGATIVE,0.9949980974197388,use ful,['use'],Other
Great app,5,2025-04-21,CBE,Google Play,POSITIVE,0.999821126461029,great app,"['great app', 'great', 'app']",Other
well app,5,2025-04-20,CBE,Google Play,POSITIVE,0.9993765950202942,app,['app'],Other
Actually it is inactive,4,2025-04-19,CBE,Google Play,NEGATIVE,0.9996483325958252,actually inactive,"['inactive', 'actually']",Other
good,4,2025-04-19,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
ok,2,2025-04-19,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
best app,5,2025-04-19,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
amazing,1,2025-04-19,CBE,Google Play,POSITIVE,0.999875545501709,amazing,['amazing'],Other
good,5,2025-04-19,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
I like,5,2025-04-19,CBE,Google Play,POSITIVE,0.9998149275779724,like,['like'],Other
"slow, only one account is used",2,2025-04-19,CBE,Google Play,NEGATIVE,0.9997527003288268,slow account,"['slow', 'account']",Transaction Performance
ok,5,2025-04-19,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
always CBE is the leading Commercial Bank💪💪💪,5,2025-04-18,CBE,Google Play,POSITIVE,0.9975135326385498,cbe lead commercial bank,"['lead', 'cbe', 'bank']",Other
i like it,5,2025-04-18,CBE,Google Play,POSITIVE,0.99985933303833,like,['like'],Other
why removing screenshot feature why?,1,2025-04-18,CBE,Google Play,NEGATIVE,0.9981147050857544,remove screenshot feature,"['remove', 'screenshot feature', 'screenshot']",Feature Requests
nice apps where network is good in connection,5,2025-04-18,CBE,Google Play,POSITIVE,0.9994925260543824,nice app network good connection,"['good connection', 'connection', 'network']",Other
Thank you!!!,5,2025-04-18,CBE,Google Play,POSITIVE,0.9998666048049928,thank,['thank'],Other
i can't take screenshot,1,2025-04-18,CBE,Google Play,NEGATIVE,0.9897894263267516,screenshot,['screenshot'],Other
"every update was made the system better and better until the March 19th, 2025 update, not allowing us to screenshot. you guys didn't understand how much it's a really quick and significant thing. You add extra steps to us, which makes the process draw back",3,2025-04-18,CBE,Google Play,NEGATIVE,0.9861215949058532,update system well well march update allow screenshot guy understand quick significant thing add extra step make process draw,"['update', 'well', 'significant']",Feature Requests
perfectly special,5,2025-04-18,CBE,Google Play,POSITIVE,0.999879002571106,perfectly special,"['perfectly', 'special']",Other
Fast and Reliable,5,2025-04-18,CBE,Google Play,POSITIVE,0.9998595714569092,fast reliable,"['fast reliable', 'reliable', 'fast']",Transaction Performance
good,5,2025-04-17,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
The best application I have ever seen in Ethiopia banking industry.,5,2025-04-17,CBE,Google Play,POSITIVE,0.9997448325157166,good application see ethiopia banking industry,"['application see', 'banking industry', 'industry']",Other
great app!!!,5,2025-04-17,CBE,Google Play,POSITIVE,0.9998501539230348,great app,"['great app', 'great', 'app']",Other
because sometimes it doesn't working it load too much,3,2025-04-17,CBE,Google Play,NEGATIVE,0.9911932349205016,work load,"['load', 'work']",Other
"Absolutely the best app! It works flawlessly, anytime and anywhere.",5,2025-04-17,CBE,Google Play,POSITIVE,0.9998784065246582,absolutely good app work flawlessly anytime,"['absolutely', 'app work', 'good app']",Other
ok,3,2025-04-16,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
very nice app ever!!!,5,2025-04-16,CBE,Google Play,POSITIVE,0.999826967716217,nice app,"['nice app', 'nice', 'app']",Other
the best app,5,2025-04-16,CBE,Google Play,POSITIVE,0.9998469352722168,good app,"['good app', 'good', 'app']",Other
Biometric security for mobile banking is not available,5,2025-04-16,CBE,Google Play,NEGATIVE,0.9996340274810792,biometric security mobile banking available,"['biometric security', 'biometric', 'available']",Other
great,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998630285263062,great,['great'],Other
Nice service,5,2025-04-15,CBE,Google Play,POSITIVE,0.9998397827148438,nice service,"['service', 'nice']",Customer Support
great app,5,2025-04-15,CBE,Google Play,POSITIVE,0.999821126461029,great app,"['great app', 'great', 'app']",Other
it's special apps,5,2025-04-15,CBE,Google Play,POSITIVE,0.9995416402816772,special app,"['special app', 'special', 'app']",Other
"In the updated version of the app, it takes more time to download the receipt.",3,2025-04-15,CBE,Google Play,NEGATIVE,0.9985652565956116,update version app take time download receipt,"['take time', 'app take', 'receipt']",Other
ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው ?,3,2025-04-14,CBE,Google Play,NEGATIVE,0.9647620320320128,ለምንድነው ትራንዛክሽን ትንሽ ብቻ የሚያሳየው,['ብቻ'],Other
Good 🔥,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998576641082764,good,['good'],Other
very interesting app i am using every day fantastic,5,2025-04-14,CBE,Google Play,POSITIVE,0.9998443126678468,interesting app day fantastic,"['interesting app', 'interesting', 'fantastic']",Other
lebaa bank,5,2025-04-14,CBE,Google Play,NEGATIVE,0.9437296390533448,lebaa bank,['bank'],Other
Can't scan/recognize other banks' Interoperable QR Codes,1,2025-04-13,CBE,Google Play,NEGATIVE,0.9983273148536682,scan recognize bank interoperable qr code,"['scan', 'qr code', 'qr']",Other
OK,5,2025-04-13,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
grateful app,5,2025-04-13,CBE,Google Play,POSITIVE,0.9998038411140442,grateful app,['app'],Other
100% ❤️❤️❤️🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,5,2025-04-13,CBE,Google Play,POSITIVE,0.9974650144577026,,[],Other
everthing wellbeok,3,2025-04-13,CBE,Google Play,NEGATIVE,0.7055779695510864,everthe wellbeok,[],Other
"""This mobile banking app is fast and user-friendly, but the only issue I encountered is that I can't access my bank statement within the app. I kindly request that this feature be added, similar to what is offered by other private bank mobile banking apps.",4,2025-04-13,CBE,Google Play,NEGATIVE,0.9963226318359376,mobile banking app fast user friendly issue encounter access bank statement app kindly request feature add similar offer private bank mobile banking app,"['banking app', 'mobile banking', 'mobile']",Other
nice app 👌,5,2025-04-12,CBE,Google Play,POSITIVE,0.9996724128723145,nice app,"['nice app', 'nice', 'app']",Other
why did this app is not screenshot,5,2025-04-12,CBE,Google Play,NEGATIVE,0.9989493489265442,app screenshot,"['app screenshot', 'screenshot', 'app']",Other
it so good app,5,2025-04-12,CBE,Google Play,POSITIVE,0.999868631362915,good app,"['good app', 'good', 'app']",Other
the best app,3,2025-04-12,CBE,Google Play,POSITIVE,0.9998469352722168,good app,"['good app', 'good', 'app']",Other
جميل,5,2025-04-11,CBE,Google Play,POSITIVE,0.9271727204322816,جميل,[],Other
"less network, specially to make fee for utility purpose",1,2025-04-11,CBE,Google Play,NEGATIVE,0.994688868522644,network specially fee utility purpose,"['specially', 'purpose', 'utility']",Other
nice,5,2025-04-11,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
simply for used,4,2025-04-11,CBE,Google Play,NEGATIVE,0.9918004870414734,simply,['simply'],Other
wow keep up,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998539686203004,wow,['wow'],Other
its great app but when updating we can't take screen shot please try to fix it,3,2025-04-10,CBE,Google Play,NEGATIVE,0.9934490323066713,great app update screen shot try fix,"['shot', 'screen shot', 'app update']",Feature Requests
good one,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998288154602052,good,['good'],Other
best app.,5,2025-04-10,CBE,Google Play,POSITIVE,0.999774158000946,good app,"['good app', 'good', 'app']",Other
everything is easy thank you cebe,5,2025-04-10,CBE,Google Play,POSITIVE,0.9998396635055542,easy thank cebe,"['thank', 'easy']",User Interface & Experience
ፈጣን ቀልጣፋ,5,2025-04-10,CBE,Google Play,NEGATIVE,0.7850590348243713,ፈጣን ቀልጣፋ,[],Other
good,5,2025-04-10,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
ok,5,2025-04-10,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
ጎበዝ,5,2025-04-09,CBE,Google Play,NEGATIVE,0.6970565915107727,ጎበዝ,[],Other
good app,5,2025-04-09,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
but this app says can't sync,5,2025-04-09,CBE,Google Play,NEGATIVE,0.9988365769386292,app say sync,"['sync', 'say', 'app']",Other
waw,5,2025-04-09,CBE,Google Play,NEGATIVE,0.7346178889274597,waw,['waw'],Other
to slow,3,2025-04-09,CBE,Google Play,NEGATIVE,0.999487280845642,slow,['slow'],Transaction Performance
work on screen shot system,4,2025-04-08,CBE,Google Play,NEGATIVE,0.5902671217918396,work screen shot system,"['shot', 'screen shot', 'screen']",Other
very very nice aplication,1,2025-04-08,CBE,Google Play,POSITIVE,0.9998292922973632,nice aplication,['nice'],Other
Good,5,2025-04-08,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
wonder full and it is easy to use,5,2025-04-08,CBE,Google Play,POSITIVE,0.9996142387390136,wonder easy use,"['easy use', 'easy', 'use']",User Interface & Experience
easy and reliable,2,2025-04-08,CBE,Google Play,POSITIVE,0.9998584985733032,easy reliable,"['reliable', 'easy']",User Interface & Experience
good,5,2025-04-08,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
it is Very Useful app 👍,5,2025-04-07,CBE,Google Play,POSITIVE,0.994536280632019,useful app,"['useful app', 'useful', 'app']",Other
very good,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998520612716676,good,['good'],Other
perfect app,5,2025-04-07,CBE,Google Play,POSITIVE,0.9998340606689452,perfect app,"['perfect', 'app']",Other
I like it.,5,2025-04-07,CBE,Google Play,POSITIVE,0.999869465827942,like,['like'],Other
bugs,3,2025-04-07,CBE,Google Play,NEGATIVE,0.9988303780555724,bug,['bug'],Other
commerial Bank,5,2025-04-06,CBE,Google Play,NEGATIVE,0.6810258030891418,commerial bank,['bank'],Other
Genat biru,2,2025-04-06,CBE,Google Play,NEGATIVE,0.966159999370575,genat biru,[],Other
🙏,5,2025-04-06,CBE,Google Play,NEGATIVE,0.6970565915107727,,[],Other
it is good but it doesn't allow screen shot,4,2025-04-06,CBE,Google Play,POSITIVE,0.6723125576972961,good allow screen shot,"['screen shot', 'shot', 'screen']",Other
the best one,5,2025-04-06,CBE,Google Play,POSITIVE,0.9998371601104736,good,['good'],Other
You need to copy many things from other bank apps like Amole(Dashen),2,2025-04-06,CBE,Google Play,NEGATIVE,0.9967620372772216,need copy thing bank app like,"['app like', 'bank app', 'thing']",Other
bring back the screenshot feature.,1,2025-04-05,CBE,Google Play,POSITIVE,0.9942916631698608,bring screenshot feature,"['screenshot feature', 'bring', 'screenshot']",Feature Requests
Good!👍,3,2025-04-05,CBE,Google Play,POSITIVE,0.9998579025268556,good,['good'],Other
best app to experience him that to smooth transaction among the customers,1,2025-04-05,CBE,Google Play,POSITIVE,0.9985142350196838,good app experience smooth transaction customer,"['smooth transaction', 'app experience', 'smooth']",Transaction Performance
good,5,2025-04-05,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
nice app suitable to use it. the only weak side is it need data connections and hoping will be fixed to offline i gave 4 rate,4,2025-04-05,CBE,Google Play,NEGATIVE,0.9551454782485962,nice app suitable use weak need data connection hoping fix offline give rate,"['offline', 'app suitable', 'data']",Other
easy to use,5,2025-04-05,CBE,Google Play,POSITIVE,0.9988542795181274,easy use,"['easy use', 'easy', 'use']",User Interface & Experience
"Good job to the CBE team on this mobile app! It's designed in a way that's simple and intuitive to navigate, which is great for everyone. It effectively handles the essential banking tasks I need to perform regularly. It's a practical and reliable tool that makes everyday banking much more convenient. Thank you for this useful application.",5,2025-04-04,CBE,Google Play,POSITIVE,0.9998189806938172,good job cbe team mobile app design way simple intuitive navigate great effectively handle essential banking task need perform regularly practical reliable tool make everyday banking convenient thank useful application,"['simple intuitive', 'make everyday', 'banking convenient']",Other
ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,5,2025-04-04,CBE,Google Play,NEGATIVE,0.881923258304596,ለኔ በጣም ምርጥ ነው ግን screenshot ማረግ ቢቻል ምርጥ ነበር,"['ምርጥ', 'ነው ግን', 'ግን']",Other
before it was smooth and good. this time after the new update in 2025 i can not make screenshot of my recite. even the downlod button is very delayed in putting my recite in my gallery for simple proof. please fix this i am unable to show proof of payment to my clients. thankyou.,3,2025-04-04,CBE,Google Play,NEGATIVE,0.9973511695861816,smooth good time new update screenshot recite downlod button delayed put recite gallery simple proof fix unable proof payment client thankyou,"['proof', 'recite', 'good time']",Other
cool ❤,4,2025-04-04,CBE,Google Play,POSITIVE,0.9997991919517516,cool,[],Other
Best app,5,2025-04-04,CBE,Google Play,POSITIVE,0.999686598777771,good app,"['good app', 'good', 'app']",Other
great app,5,2025-04-03,CBE,Google Play,POSITIVE,0.999821126461029,great app,"['great app', 'great', 'app']",Other
best banking App,4,2025-04-03,CBE,Google Play,POSITIVE,0.999736487865448,good banking app,"['good banking', 'banking app', 'banking']",Other
satisfied,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997212290763856,satisfy,[],Other
this app is very necessary app many people found it,5,2025-04-03,CBE,Google Play,POSITIVE,0.9980692267417908,app necessary app people find,"['necessary', 'people', 'find']",Other
cbe very active Bank I'm using CBE app very very satisfaction,5,2025-04-03,CBE,Google Play,POSITIVE,0.989459753036499,cbe active bank cbe app satisfaction,"['cbe', 'satisfaction', 'active']",Other
It made life alot easier. I cant even imagine having to make all those transactions in person. So this app was crucial for me. Very good app. well done.,5,2025-04-03,CBE,Google Play,POSITIVE,0.9997400641441344,life alot easy not imagine have transaction person app crucial good app,"['imagine', 'have transaction', 'app crucial']",Transaction Performance
excellent,5,2025-04-03,CBE,Google Play,POSITIVE,0.9998434782028198,excellent,['excellent'],Other
perfect,5,2025-04-03,CBE,Google Play,POSITIVE,0.9998517036437988,perfect,['perfect'],Other
thankyou,5,2025-04-02,CBE,Google Play,POSITIVE,0.999842882156372,thankyou,['thankyou'],Other
I Like it,5,2025-04-02,CBE,Google Play,POSITIVE,0.99985933303833,like,['like'],Other
ok,5,2025-04-02,CBE,Google Play,POSITIVE,0.9997851252555848,ok,['ok'],Other
"I don't understand the reason, why I need to disable developer options to access the app, it has no security risks nor does it hinder the app's functionalities. This goes out to the dev, I hope your life is filled with inconveniences.",1,2025-04-02,CBE,Google Play,NEGATIVE,0.9986600875854492,understand reason need disable developer option access app security risk hinder app functionality go dev hope life fill inconvenience,"['risk', 'dev', 'understand']",Other
smart app,5,2025-04-02,CBE,Google Play,POSITIVE,0.999789297580719,smart app,"['smart app', 'smart', 'app']",Other
isin ga'a,2,2025-04-02,CBE,Google Play,POSITIVE,0.7607281804084778,isin,[],Other
easy to use,5,2025-04-02,CBE,Google Play,POSITIVE,0.9988542795181274,easy use,"['easy use', 'easy', 'use']",User Interface & Experience
it's great,5,2025-04-02,CBE,Google Play,POSITIVE,0.9998691082000732,great,['great'],Other
very good app and stars faction with work,5,2025-04-02,CBE,Google Play,POSITIVE,0.999858856201172,good app star faction work,"['app star', 'star', 'good app']",Other
It is excelent,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998881816864014,excelent,[],Other
Smart,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998456239700316,smart,['smart'],Other
በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል 🥺🥺🥺,3,2025-04-01,CBE,Google Play,NEGATIVE,0.9570208191871644,በየወሩ አፕደት እየጠየቀኝ ነው ለነገሩ ብር ስሌለኝ ይሆናል እና ምን ለማለት ፈልገ መሰላቹ ወላህ ቼግሮኛል,"['ብር', 'እና', 'ነው']",Other
very interesting app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997968077659608,interesting app,"['interesting app', 'interesting', 'app']",Other
i like it,5,2025-04-01,CBE,Google Play,POSITIVE,0.99985933303833,like,['like'],Other
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.998596966266632,wow cbe,"['wow', 'cbe']",Other
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9510265588760376,ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,"['ይለያል', 'እና']",Other
Excellent🙏app,5,2025-04-01,CBE,Google Play,NEGATIVE,0.6970565915107727,excellent app,"['excellent app', 'excellent', 'app']",Other
the most useful,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997223019599916,useful,['useful'],Other
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,CBE,Google Play,POSITIVE,0.9787841439247132,satisfied app sure secure,"['satisfied', 'sure', 'secure']",Other
Easy to use,5,2025-04-01,CBE,Google Play,POSITIVE,0.9988542795181274,easy use,"['easy use', 'easy', 'use']",User Interface & Experience
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,CBE,Google Play,NEGATIVE,0.9585953950881958,good nur cbe come consent choose lock appear,"['lock', 'consent', 'appear']",Other
Excellent !!!,5,2025-04-01,CBE,Google Play,POSITIVE,0.999865174293518,excellent,['excellent'],Other
always we relay on,5,2025-04-01,CBE,Google Play,POSITIVE,0.9971832633018494,relay,['relay'],Other
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,CBE,Google Play,POSITIVE,0.999750792980194,lucky thank cbe,"['lucky', 'thank cbe', 'thank']",Other
it's need more improvement like Tellbirr.,4,2025-04-01,CBE,Google Play,NEGATIVE,0.999363124370575,need improvement like tellbirr,"['improvement like', 'need improvement', 'improvement']",Other
goode app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9997406601905824,goode app,['app'],Other
a very nice app.👍👍👍,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998323917388916,nice app,"['nice app', 'nice', 'app']",Other
safe easy & fast,5,2025-04-01,CBE,Google Play,POSITIVE,0.999711573123932,safe easy fast,"['safe', 'easy fast', 'fast']","User Interface & Experience, Transaction Performance"
perfect,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998517036437988,perfect,['perfect'],Other
it's good app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998689889907836,good app,"['good app', 'good', 'app']",Other
nice,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998552799224854,nice,['nice'],Other
good app,5,2025-04-01,CBE,Google Play,POSITIVE,0.9998493194580078,good app,"['good app', 'good', 'app']",Other
It is veary useful app but screen shout was impossible .solve this problem,5,2025-04-01,CBE,Google Play,NEGATIVE,0.9958590865135192,veary useful app screen shout impossible problem,"['shout', 'impossible', 'useful app']",Other
ጥሩ ነው,5,2025-04-01,CBE,Google Play,NEGATIVE,0.7850590348243713,ጥሩ ነው,"['ጥሩ ነው', 'ጥሩ', 'ነው']",Other
እጅግ በጣም ጥሩ አፕ,5,2025-04-01,CBE,Google Play,NEGATIVE,0.8616330027580261,እጅግ በጣም ጥሩ አፕ,"['አፕ', 'ጥሩ', 'በጣም']",Other
good,5,2025-04-01,CBE,Google Play,POSITIVE,0.999816119670868,good,['good'],Other
